"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"W","Alexander Nylander",3400,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"C","Tomas Plekanec",4300,"MON@SJ 10/17/2017 10:30PM ET",2.600,"MON"
"U","Marco Scandella",2800,"BUF@VGK 10/17/2017 10:00PM ET",1.583,"BUF"
"U","Pierre-Edouard Bellemare",3100,"BUF@VGK 10/17/2017 10:00PM ET",0.900,"VGK"
"U","Nathan Beaulieu",3500,"BUF@VGK 10/17/2017 10:00PM ET",1.750,"BUF"
"U","Justin Braun",3200,"MON@SJ 10/17/2017 10:30PM ET",1.500,"SJ"
"U","Joel Ward",3500,"MON@SJ 10/17/2017 10:30PM ET",0.667,"SJ"
"W","Reilly Smith",4000,"BUF@VGK 10/17/2017 10:00PM ET",1.800,"VGK"
"W","Jonathan Marchessault",4500,"BUF@VGK 10/17/2017 10:00PM ET",1.800,"VGK"
"U","Eric Gelinas",2700,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"U","Charles Hudon",3900,"MON@SJ 10/17/2017 10:30PM ET",2.500,"MON"
"U","Griffin Reinhart",2700,"BUF@VGK 10/17/2017 10:00PM ET",0.000,"VGK"
"U","Mikkel Boedker",4200,"MON@SJ 10/17/2017 10:30PM ET",2.750,"SJ"
"W","Mikkel Boedker",4200,"MON@SJ 10/17/2017 10:30PM ET",2.750,"SJ"
"U","Joakim Ryan",2900,"MON@SJ 10/17/2017 10:30PM ET",1.250,"SJ"
"U","Radim Simek",2500,"MON@SJ 10/17/2017 10:30PM ET",0,"SJ"
"G","Oscar Dansk",6500,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"G","Martin Jones",8200,"MON@SJ 10/17/2017 10:30PM ET",2.600,"SJ"
"C","Pierre-Edouard Bellemare",3100,"BUF@VGK 10/17/2017 10:00PM ET",0.900,"VGK"
"U","Rasmus Ristolainen",5000,"BUF@VGK 10/17/2017 10:00PM ET",2.583,"BUF"
"G","Linus Ullmark",6500,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"U","Andrew Shaw",3900,"MON@SJ 10/17/2017 10:30PM ET",1.700,"MON"
"W","Filip Sandberg",2500,"MON@SJ 10/17/2017 10:30PM ET",0,"SJ"
"U","Ryan Carpenter",3000,"MON@SJ 10/17/2017 10:30PM ET",0.667,"SJ"
"G","Charlie Lindgren",6500,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"D","Marco Scandella",2800,"BUF@VGK 10/17/2017 10:00PM ET",1.583,"BUF"
"U","Justin Falk",2700,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"C","Sean Malone",2600,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"C","Rourke Chartier",2500,"MON@SJ 10/17/2017 10:30PM ET",0,"SJ"
"U","Clayton Stoner",2700,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"U","Artturi Lehkonen",4500,"MON@SJ 10/17/2017 10:30PM ET",1.700,"MON"
"W","Tomas Hertl",4500,"MON@SJ 10/17/2017 10:30PM ET",2.375,"SJ"
"D","Matt Tennyson",3000,"BUF@VGK 10/17/2017 10:00PM ET",0.917,"BUF"
"D","Shea Theodore",3300,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"U","Keegan Kolesar",2500,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"U","Jake Bischoff",2500,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"U","Josh Gorges",3000,"BUF@VGK 10/17/2017 10:00PM ET",0.900,"BUF"
"C","Mikhail Grabovski",3000,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"D","Josh Gorges",3000,"BUF@VGK 10/17/2017 10:00PM ET",0.900,"BUF"
"C","Torrey Mitchell",2900,"MON@SJ 10/17/2017 10:30PM ET",0.125,"MON"
"G","Marc-Andre Fleury",8000,"BUF@VGK 10/17/2017 10:00PM ET",5.950,"VGK"
"C","Jack Eichel",6600,"BUF@VGK 10/17/2017 10:00PM ET",4.167,"BUF"
"U","Daniel Carr",3000,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"U","Kevin Labanc",4300,"MON@SJ 10/17/2017 10:30PM ET",4.000,"SJ"
"W","Nicholas Baptiste",2900,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"U","David Perron",4700,"BUF@VGK 10/17/2017 10:00PM ET",2.700,"VGK"
"C","Jonathan Drouin",5900,"MON@SJ 10/17/2017 10:30PM ET",3.540,"MON"
"U","Victor Antipin",2900,"BUF@VGK 10/17/2017 10:00PM ET",0.833,"BUF"
"U","Jake McCabe",3000,"BUF@VGK 10/17/2017 10:00PM ET",1.583,"BUF"
"W","Alex Galchenyuk",3700,"MON@SJ 10/17/2017 10:30PM ET",1.600,"MON"
"W","Erik Haula",3400,"BUF@VGK 10/17/2017 10:00PM ET",3.250,"VGK"
"U","Joe Pavelski",6400,"MON@SJ 10/17/2017 10:30PM ET",2.500,"SJ"
"D","Jake McCabe",3000,"BUF@VGK 10/17/2017 10:00PM ET",1.583,"BUF"
"U","Vadim Shipachyov",3700,"BUF@VGK 10/17/2017 10:00PM ET",3.500,"VGK"
"D","Brad Hunt",3100,"BUF@VGK 10/17/2017 10:00PM ET",0.500,"VGK"
"W","Tomas Nosek",2800,"BUF@VGK 10/17/2017 10:00PM ET",1.300,"VGK"
"W","Kevin Labanc",4300,"MON@SJ 10/17/2017 10:30PM ET",4.000,"SJ"
"U","William Carrier",3000,"BUF@VGK 10/17/2017 10:00PM ET",0.800,"VGK"
"U","Brad Hunt",3100,"BUF@VGK 10/17/2017 10:00PM ET",0.500,"VGK"
"D","Marc-Edouard Vlasic",3700,"MON@SJ 10/17/2017 10:30PM ET",1.750,"SJ"
"D","Rasmus Ristolainen",5000,"BUF@VGK 10/17/2017 10:00PM ET",2.583,"BUF"
"U","Cody Goloubef",2700,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"C","Joe Thornton",5100,"MON@SJ 10/17/2017 10:30PM ET",1.375,"SJ"
"U","Kyle Okposo",4200,"BUF@VGK 10/17/2017 10:00PM ET",1.500,"BUF"
"U","Jordie Benn",3100,"MON@SJ 10/17/2017 10:30PM ET",1.600,"MON"
"U","Brent Burns",7500,"MON@SJ 10/17/2017 10:30PM ET",4.000,"SJ"
"W","Brendan Leipsic",3500,"BUF@VGK 10/17/2017 10:00PM ET",1.900,"VGK"
"W","Benoit Pouliot",3500,"BUF@VGK 10/17/2017 10:00PM ET",1.417,"BUF"
"U","Dylan DeMelo",3000,"MON@SJ 10/17/2017 10:30PM ET",1.500,"SJ"
"D","Justin Braun",3200,"MON@SJ 10/17/2017 10:30PM ET",1.500,"SJ"
"W","Joel Ward",3500,"MON@SJ 10/17/2017 10:30PM ET",0.667,"SJ"
"U","Tomas Plekanec",4300,"MON@SJ 10/17/2017 10:30PM ET",2.600,"MON"
"W","Matt Moulson",3000,"BUF@VGK 10/17/2017 10:00PM ET",0.700,"BUF"
"U","Brandon Bollig",2600,"MON@SJ 10/17/2017 10:30PM ET",0,"SJ"
"U","Oscar Lindberg",3700,"BUF@VGK 10/17/2017 10:00PM ET",2.200,"VGK"
"U","Evan Rodrigues",2800,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"U","Victor Mete",3500,"MON@SJ 10/17/2017 10:30PM ET",1.400,"MON"
"D","Shea Weber",5600,"MON@SJ 10/17/2017 10:30PM ET",2.600,"MON"
"C","Jacob Josefson",2700,"BUF@VGK 10/17/2017 10:00PM ET",0.833,"BUF"
"W","Jason Pominville",4700,"BUF@VGK 10/17/2017 10:00PM ET",3.583,"BUF"
"G","Malcolm Subban",7700,"BUF@VGK 10/17/2017 10:00PM ET",6.200,"VGK"
"W","Jordan Nolan",2900,"BUF@VGK 10/17/2017 10:00PM ET",0.100,"BUF"
"U","Alexander Nylander",3400,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"U","Jason Pominville",4700,"BUF@VGK 10/17/2017 10:00PM ET",3.583,"BUF"
"U","Brandon Pirri",3100,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"D","Brayden McNabb",2900,"BUF@VGK 10/17/2017 10:00PM ET",1.400,"VGK"
"D","Jason Garrison",3200,"BUF@VGK 10/17/2017 10:00PM ET",2.400,"VGK"
"D","Joe Morrow",2700,"MON@SJ 10/17/2017 10:30PM ET",0.000,"MON"
"W","Sam Reinhart",3600,"BUF@VGK 10/17/2017 10:00PM ET",0.750,"BUF"
"U","Justin Bailey",3000,"BUF@VGK 10/17/2017 10:00PM ET",4.500,"BUF"
"U","Logan Couture",6200,"MON@SJ 10/17/2017 10:30PM ET",2.500,"SJ"
"U","Filip Sandberg",2500,"MON@SJ 10/17/2017 10:30PM ET",0,"SJ"
"D","Victor Antipin",2900,"BUF@VGK 10/17/2017 10:00PM ET",0.833,"BUF"
"D","Griffin Reinhart",2700,"BUF@VGK 10/17/2017 10:00PM ET",0.000,"VGK"
"U","Alex Galchenyuk",3700,"MON@SJ 10/17/2017 10:30PM ET",1.600,"MON"
"D","Dylan DeMelo",3000,"MON@SJ 10/17/2017 10:30PM ET",1.500,"SJ"
"U","Shea Weber",5600,"MON@SJ 10/17/2017 10:30PM ET",2.600,"MON"
"U","James Neal",6900,"BUF@VGK 10/17/2017 10:00PM ET",5.600,"VGK"
"U","Torrey Mitchell",2900,"MON@SJ 10/17/2017 10:30PM ET",0.125,"MON"
"W","Evander Kane",6200,"BUF@VGK 10/17/2017 10:00PM ET",6.500,"BUF"
"U","Nate Schmidt",4200,"BUF@VGK 10/17/2017 10:00PM ET",3.400,"VGK"
"W","Alex Tuch",3500,"BUF@VGK 10/17/2017 10:00PM ET",7.000,"VGK"
"W","Max Pacioretty",6400,"MON@SJ 10/17/2017 10:30PM ET",2.700,"MON"
"W","Evan Rodrigues",2800,"BUF@VGK 10/17/2017 10:00PM ET",0,"BUF"
"W","Brendan Gallagher",4400,"MON@SJ 10/17/2017 10:30PM ET",2.700,"MON"
"W","Michael McCarron",3100,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"W","Ales Hemsky",3300,"MON@SJ 10/17/2017 10:30PM ET",0.250,"MON"
"U","Benoit Pouliot",3500,"BUF@VGK 10/17/2017 10:00PM ET",1.417,"BUF"
"D","Brandon Davidson",2800,"MON@SJ 10/17/2017 10:30PM ET",1.125,"MON"
"W","Brandon Mashinter",2600,"MON@SJ 10/17/2017 10:30PM ET",0,"SJ"
"D","Eric Gelinas",2700,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"U","Erik Haula",3400,"BUF@VGK 10/17/2017 10:00PM ET",3.250,"VGK"
"U","Reilly Smith",4000,"BUF@VGK 10/17/2017 10:00PM ET",1.800,"VGK"
"U","Jason Garrison",3200,"BUF@VGK 10/17/2017 10:00PM ET",2.400,"VGK"
"W","Brandon Pirri",3100,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"D","Clayton Stoner",2700,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"U","Nicolas Deslauriers",2900,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"U","Jeremiah Addison",2500,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"G","Al Montoya",7200,"MON@SJ 10/17/2017 10:30PM ET",-0.600,"MON"
"U","Jannik Hansen",3600,"MON@SJ 10/17/2017 10:30PM ET",0.750,"SJ"
"D","Jake Bischoff",2500,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"U","Joe Morrow",2700,"MON@SJ 10/17/2017 10:30PM ET",0.000,"MON"
"U","Rourke Chartier",2500,"MON@SJ 10/17/2017 10:30PM ET",0,"SJ"
"G","Aaron Dell",8000,"MON@SJ 10/17/2017 10:30PM ET",1.900,"SJ"
"D","Nathan Beaulieu",3500,"BUF@VGK 10/17/2017 10:00PM ET",1.750,"BUF"
"W","Melker Karlsson",3200,"MON@SJ 10/17/2017 10:30PM ET",0.750,"SJ"
"W","Tobias Lindberg",2500,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"D","David Schlemko",3000,"MON@SJ 10/17/2017 10:30PM ET",0,"MON"
"U","Shea Theodore",3300,"BUF@VGK 10/17/2017 10:00PM ET",0,"VGK"
"U","Marc-Edouard Vlasic",3700,"MON@SJ 10/17/2017 10:30PM ET",1.750,"SJ"
